"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2011-04-19","90.4","-1.28","6.15","Beachy, Brandon",425206,545404,,"called_strike",,,,,"4","Jamey Carroll flies out to center fielder Nate McLouth.","R","R","R","LAD","ATL","S",,,"3","1",2011,"-0.73","1.78","-0.64","2.53",,,,"0","3","Bot",,,,,"435263",,"110419_200008",3.12,-131.56,-6.87,-7.51,30.24,-12.95,"3.09","1.45",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"21","5","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","-0.075"
"FF","2011-04-19","89.6","-1.39","6.19","Beachy, Brandon",425206,545404,,"called_strike",,,,,"11","Jamey Carroll flies out to center fielder Nate McLouth.","R","R","R","LAD","ATL","S",,,"3","0",2011,"-0.78","1.79","-0.92","2.44",,,,"0","3","Bot",,,,,"435263",,"110419_195955",2.72,-130.25,-7,-7.88,30.16,-13.29,"3.02","1.44",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"21","4","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","-0.075"
"FF","2011-04-19","92.3","-1.27","6.27","Beachy, Brandon",425206,545404,,"ball",,,,,"12","Jamey Carroll flies out to center fielder Nate McLouth.","R","R","R","LAD","ATL","B",,,"2","0",2011,"-0.44","1.95","0.32","4.17",,,,"0","3","Bot",,,,,"435263",,"110419_195941",4.98,-134.4,-3.67,-4.08,31.48,-9.94,"3.09","1.39",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"21","3","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","0.127"
"FF","2011-04-19","91.7","-1.05","6.24","Beachy, Brandon",425206,545404,,"ball",,,,,"12","Jamey Carroll flies out to center fielder Nate McLouth.","R","R","R","LAD","ATL","B",,,"1","0",2011,"-0.7","1.73","1.03","3.33",,,,"0","3","Bot",,,,,"435263",,"110419_195925",6.87,-133.3,-5.17,-7.38,29.99,-13.03,"3.09","1.39",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"21","2","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","0.062"
"FF","2011-04-19","91.4","-0.91","6.41","Beachy, Brandon",425206,545404,,"ball",,,,,"12","Jamey Carroll flies out to center fielder Nate McLouth.","R","R","R","LAD","ATL","B",,,"0","0",2011,"-0.29","1.69","1.08","3.43",,,,"0","3","Bot",,,,,"435263",,"110419_195911",5.57,-132.92,-5.14,-2,31.28,-13.73,"3.09","1.39",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"21","1","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","0.033"
"FF","2011-04-19","91.3","-1.09","6.28","Beachy, Brandon",493133,545404,"field_out","hit_into_play",,,,,"5","Hiroki Kuroda flies out to right fielder Jason Heyward.","R","R","R","LAD","ATL","X","9","fly_ball","2","1",2011,"-0.97","2.14","0.18","2.41",,,"454560","2","2","Bot",189.76,119.48,,,"435263",,"110419_194848",5.37,-132.68,-8.53,-10.65,30.28,-8.18,"3.46","1.58",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,"0",,"0","0",,"17","4","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"-0.024","-0.254"
"FF","2011-04-19","92.5","-1.06","6.17","Beachy, Brandon",493133,545404,,"ball",,,,,"7","Hiroki Kuroda flies out to right fielder Jason Heyward.","R","R","R","LAD","ATL","B",,,"1","1",2011,"-0.66","1.83","-0.35","1.61",,,"454560","2","2","Bot",,,,,"435263",,"110419_194830",3.21,-134.37,-9.89,-6.94,31.26,-11.47,"3.36","1.68",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"17","3","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","0.047"
"FF","2011-04-19","92.4","-1.02","6.27","Beachy, Brandon",493133,545404,,"called_strike",,,,,"8","Hiroki Kuroda flies out to right fielder Jason Heyward.","R","R","R","LAD","ATL","S",,,"1","0",2011,"-0.72","1.93","0.06","1.90",,,"454560","2","2","Bot",,,,,"435263",,"110419_194814",4.31,-134.25,-9.65,-7.64,30.57,-10.19,"3.16","1.48",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"17","2","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","-0.038"
"FF","2011-04-19","93.0","-1.11","6.2","Beachy, Brandon",493133,545404,,"ball",,,,,"11","Hiroki Kuroda flies out to right fielder Jason Heyward.","R","R","R","LAD","ATL","B",,,"0","0",2011,"-0.89","1.81","-0.34","3.42",,,"454560","2","2","Bot",,,,,"435263",,"110419_194757",3.92,-135.37,-5.22,-10.02,32.88,-11.53,"3.23","1.52",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"17","1","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","0.03"
"FF","2011-04-19","93.3","-1.09","6.07","Beachy, Brandon",454560,545404,"walk","ball",,,,,"14","A.J. Ellis walks.","R","R","R","LAD","ATL","B",,,"3","2",2011,"-0.84","1.68","0.29","1.47",,,,"2","2","Bot",,,,,"435263",,"110419_194729",5.46,-135.49,-9.87,-9.44,30.23,-12.91,"3.58","1.66",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,"0.7",,"0","0",,"16","7","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0.013","0.102"
"FF","2011-04-19","94.6","-0.6","6.37","Beachy, Brandon",454560,545404,,"ball",,,,,"12","A.J. Ellis walks.","R","R","R","LAD","ATL","B",,,"2","2",2011,"-0.38","1.85","1.21","3.63",,,,"2","2","Bot",,,,,"435263",,"110419_194713",5.53,-137.47,-5.45,-3.43,34.32,-10.4,"3.58","1.66",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"16","6","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","0.032"
"FF","2011-04-19","94.5","-0.93","6.13","Beachy, Brandon",454560,545404,,"foul",,,,,"9","A.J. Ellis walks.","R","R","R","LAD","ATL","S",,,"2","2",2011,"-0.54","1.9","0.35","2.23",,,,"2","2","Bot",,,,,"435263",,"110419_194651",4.48,-137.19,-8.7,-5.56,33.7,-9.78,"3.58","1.66",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"16","5","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","0"
"CU","2011-04-19","77.0","-0.9","6.32","Beachy, Brandon",454560,545404,,"ball",,,,,"14","A.J. Ellis walks.","R","R","R","LAD","ATL","B",,,"1","2",2011,"0.36","-0.69","0.78","0.82",,,,"2","2","Bot",,,,,"435263",,"110419_194634",2.69,-112.09,-3.09,4.47,21.7,-39.98,"3.58","1.66",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"16","4","Curveball","0","0","0","0","0","0","0","0",,,,"0","0.013"
"FF","2011-04-19","94.0","-0.91","6.36","Beachy, Brandon",454560,545404,,"called_strike",,,,,"12","A.J. Ellis walks.","R","R","R","LAD","ATL","S",,,"1","1",2011,"-0.64","1.97","0.91","2.84",,,,"2","2","Bot",,,,,"435263",,"110419_194618",6.16,-136.55,-7.75,-6.85,32.74,-9.04,"3.49","1.58",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"16","3","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","-0.025"
"FF","2011-04-19","93.6","-0.92","6.17","Beachy, Brandon",454560,545404,,"called_strike",,,,,"14","A.J. Ellis walks.","R","R","R","LAD","ATL","S",,,"1","0",2011,"-0.56","1.6","0.91","2.32",,,,"2","2","Bot",,,,,"435263",,"110419_194602",5.96,-135.98,-7.63,-5.68,33.2,-14.08,"3.59","1.61",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"16","2","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","-0.019"
"FF","2011-04-19","94.3","-1.06","6.28","Beachy, Brandon",454560,545404,,"ball",,,,,"3","A.J. Ellis walks.","R","R","R","LAD","ATL","B",,,"0","0",2011,"-0.82","1.48","0.74","3.43",,,,"2","2","Bot",,,,,"435263",,"110419_194549",6.56,-137.05,-4.79,-9.21,35.11,-15.38,"3.72","1.61",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"16","1","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","0.015"
"SL","2011-04-19","85.2","-1.04","6.25","Beachy, Brandon",543742,545404,"field_out","hit_into_play",,,,,"9","Jerry Sands grounds out, shortstop Alex Gonzalez to first baseman Freddie Freeman.","R","R","R","LAD","ATL","X","6","ground_ball","2","2",2011,"0.09","0.73","0.76","2.01",,,,"1","2","Bot",112.45,161.65,,,"435263",,"110419_194512",3.88,-123.86,-4.97,2.51,24.68,-26.37,"3.4","1.63",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,"0",,"0","0",,"15","6","Slider","0","0","0","0","0","0","0","0",,,,"-0.016","-0.14"
"FF","2011-04-19","93.7","-1.02","6.27","Beachy, Brandon",543742,545404,,"foul",,,,,"2","Jerry Sands grounds out, shortstop Alex Gonzalez to first baseman Freddie Freeman.","R","R","R","LAD","ATL","S",,,"2","2",2011,"-0.75","1.91","-0.26","3.13",,,,"1","2","Bot",,,,,"435263",,"110419_194451",3.58,-136.15,-6.53,-8.24,32.95,-9.92,"3.4","1.63",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"15","5","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","0"
"FF","2011-04-19","92.7","-0.96","6.13","Beachy, Brandon",543742,545404,,"ball",,,,,"8","Jerry Sands grounds out, shortstop Alex Gonzalez to first baseman Freddie Freeman.","R","R","R","LAD","ATL","B",,,"1","2",2011,"-0.59","1.91","0.20","1.74",,,,"1","2","Bot",,,,,"435263",,"110419_194433",4.22,-134.73,-9.76,-6.13,29.93,-10.2,"3.56","1.59",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"15","4","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","0.026"
"FF","2011-04-19","93.4","-1.04","6.13","Beachy, Brandon",543742,545404,,"called_strike",,,,,"6","Jerry Sands grounds out, shortstop Alex Gonzalez to first baseman Freddie Freeman.","R","R","R","LAD","ATL","S",,,"1","1",2011,"-0.71","1.8","0.51","2.61",,,,"1","2","Bot",,,,,"435263",,"110419_194417",5.6,-135.78,-7.28,-7.77,31.14,-11.42,"3.59","1.62",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"15","3","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","-0.04"
"FF","2011-04-19","93.3","-1.01","6.24","Beachy, Brandon",543742,545404,,"called_strike",,,,,"6","Jerry Sands grounds out, shortstop Alex Gonzalez to first baseman Freddie Freeman.","R","R","R","LAD","ATL","S",,,"1","0",2011,"-0.78","1.81","0.38","3.01",,,,"1","2","Bot",,,,,"435263",,"110419_194403",5.32,-135.77,-6.51,-8.7,32.21,-11.33,"3.63","1.65",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"15","2","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","-0.032"
"FF","2011-04-19","92.4","-0.88","6.25","Beachy, Brandon",543742,545404,,"ball",,,,,"8","Jerry Sands grounds out, shortstop Alex Gonzalez to first baseman Freddie Freeman.","R","R","R","LAD","ATL","B",,,"0","0",2011,"-0.32","1.97","0.21","1.74",,,,"1","2","Bot",,,,,"435263",,"110419_194350",3.36,-134.28,-10.08,-2.44,31.24,-9.76,"3.33","1.41",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"15","1","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","0.025"
"FF","2011-04-19","92.6","-0.98","6.26","Beachy, Brandon",425766,545404,"field_out","hit_into_play",,,,,"5","James Loney flies out to center fielder Nate McLouth.","R","L","R","LAD","ATL","X","8","fly_ball","0","0",2011,"-0.38","1.64","0.04","2.33",,,,"0","2","Bot",117.47,73.29,,,"435263",,"110419_194309",3.33,-134.67,-7.8,-3.34,31.55,-13.81,"3.35","1.48",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,"0",,"0","0",,"14","1","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"-0.023","-0.226"
"SL","2011-04-19","85.2","-0.97","6.18","Beachy, Brandon",346874,545404,"field_out","hit_into_play",,,,,"14","Juan Uribe grounds out, second baseman Dan Uggla to first baseman Freddie Freeman.","R","R","R","LAD","ATL","X","4","ground_ball","2","2",2011,"0.11","0.09","1.72","2.03",,"444843","461314","2","1","Bot",139.56,165.66,,,"435263",,"110419_193452",6.03,-123.94,-3.37,2.66,24.55,-33.26,"3.53","1.69",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,"0",,"0","0",,"10","7","Slider","0","0","0","0","0","0","0","0",,,,"-0.042","-0.315"
"FF","2011-04-19","94.5","-0.72","6.17","Beachy, Brandon",346874,545404,,"foul",,,,,"12","Juan Uribe grounds out, second baseman Dan Uggla to first baseman Freddie Freeman.","R","R","R","LAD","ATL","S",,,"2","2",2011,"-0.55","1.73","1.13","3.05",,"444843","461314","2","1","Bot",,,,,"435263",,"110419_193421",6.05,-137.28,-6.22,-5.7,33.33,-11.96,"3.53","1.69",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"10","6","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","0"
"FF","2011-04-19","94.4","-0.86","6.25","Beachy, Brandon",346874,545404,,"foul",,,,,"3","Juan Uribe grounds out, second baseman Dan Uggla to first baseman Freddie Freeman.","R","R","R","LAD","ATL","S",,,"2","2",2011,"-0.79","1.73","0.66","3.56",,"444843","461314","2","1","Bot",,,,,"435263",,"110419_193354",5.77,-137.19,-5.05,-8.91,32.78,-11.9,"3.53","1.69",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"10","5","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","0"
"SL","2011-04-19","84.6","-0.77","6.16","Beachy, Brandon",346874,545404,,"blocked_ball",,,,,"14","Juan Uribe grounds out, second baseman Dan Uggla to first baseman Freddie Freeman.","R","R","R","LAD","ATL","B",,,"1","2",2011,"0.06","0.29","1.94","0.62",,"444843","461314","2","1","Bot",,,,,"435263",,"110419_193332",6.13,-122.81,-6.97,2.02,25.44,-31.16,"3.53","1.69",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"10","4","Slider","0","0","0","0","0","0","0","0",,,,"0","0.03"
"FF","2011-04-19","93.7","-0.72","6.15","Beachy, Brandon",346874,545404,,"ball",,,,,"14","Juan Uribe grounds out, second baseman Dan Uggla to first baseman Freddie Freeman.","R","R","R","LAD","ATL","B",,,"0","2",2011,"-0.9","2.24","2.64","1.55",,"444843","461314","2","1","Bot",,,,,"435263",,"110419_193313",10.79,-135.52,-10.98,-10.02,36.59,-6.3,"3.53","1.69",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"10","3","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","0.009"
"FF","2011-04-19","92.6","-0.97","6.21","Beachy, Brandon",346874,545404,,"called_strike",,,,,"6","Juan Uribe grounds out, second baseman Dan Uggla to first baseman Freddie Freeman.","R","R","R","LAD","ATL","S",,,"0","1",2011,"-0.41","2.01","0.39","2.37",,"444843","461314","2","1","Bot",,,,,"435263",,"110419_193250",4.26,-134.67,-8.37,-3.63,33.98,-9.35,"3.43","1.65",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"10","2","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","-0.078"
"SL","2011-04-19","83.5","-1.24","6.33","Beachy, Brandon",346874,545404,,"called_strike",,,,,"14","Juan Uribe grounds out, second baseman Dan Uggla to first baseman Freddie Freeman.","R","R","R","LAD","ATL","S",,,"0","0",2011,"-0.22","0.54","0.84","2.25",,"444843","461314","2","1","Bot",,,,,"435263",,"110419_193230",5.17,-121.34,-3.81,-1,23.77,-28.61,"3.49","1.68",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"10","1","Slider","0","0","0","0","0","0","0","0",,,,"0","-0.055"
"IN","2011-04-19","68.8","-0.61","7.33","Beachy, Brandon",461314,545404,"intent_walk","intent_ball",,,,,"12","Brandon Beachy intentionally walks Matt Kemp.","R","R","R","LAD","ATL","B",,,"3","0",2011,"-1.14","2.07","3.81","3.91",,"444843",,"2","1","Bot",,,,,"435263",,"110419_193152",10.46,-99.55,-1.74,-7.19,18.54,-19.22,"3.48","1.51",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,"0",,"0","0",,"9","4","Intentional Ball","0","0","0","0","0","0","0","0",,,,"0.009",
"IN","2011-04-19","69.2","-0.29","7.22","Beachy, Brandon",461314,545404,,"intent_ball",,,,,"12","Brandon Beachy intentionally walks Matt Kemp.","R","R","R","LAD","ATL","B",,,"2","0",2011,"-0.92","2.31","5.29","3.05",,"444843",,"2","1","Bot",,,,,"435263",,"110419_193144",12.39,-99.89,-3.73,-5.67,17.97,-17.45,"3.48","1.51",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"9","3","Intentional Ball","0","0","0","0","0","0","0","0",,,,"0",
"IN","2011-04-19","71.3","-0.35","7.24","Beachy, Brandon",461314,545404,,"intent_ball",,,,,"12","Brandon Beachy intentionally walks Matt Kemp.","R","R","R","LAD","ATL","B",,,"1","0",2011,"-1.22","2.25","4.65","3.64",,"444843",,"2","1","Bot",,,,,"435263",,"110419_193135",12.09,-103.15,-2.99,-8.18,21.73,-17.15,"3.48","1.51",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"9","2","Intentional Ball","0","0","0","0","0","0","0","0",,,,"0",
"IN","2011-04-19","71.8","-0.46","7","Beachy, Brandon",461314,545404,,"intent_ball",,,,,"12","Brandon Beachy intentionally walks Matt Kemp.","R","R","R","LAD","ATL","B",,,"0","0",2011,"-1.3","2.65","4.52","2.85",,"444843",,"2","1","Bot",,,,,"435263",,"110419_193126",12.28,-103.7,-4.96,-8.9,21.49,-13.93,"3.48","1.51",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"9","1","Intentional Ball","0","0","0","0","0","0","0","0",,,,"0",
"CH","2011-04-19","82.8","-1.53","5.75","Beachy, Brandon",444843,545404,"double","hit_into_play",,,,,"8","Andre Ethier doubles (5) on a fly ball to right fielder Jason Heyward.","R","L","R","LAD","ATL","X","9","fly_ball","2","1",2011,"-1.72","1.23","-0.07","1.47",,,,"2","1","Bot",209.84,80.32,,,"435263",,"110419_193036",6.97,-120.17,-5.54,-16.61,24.4,-21.66,"3.38","1.41",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,"1.25",,"1","1",,"8","4","Changeup","0","0","0","0","0","0","0","0",,,,"0.023","0.205"
"FF","2011-04-19","94.8","-1.24","6.24","Beachy, Brandon",444843,545404,,"ball",,,,,"11","Andre Ethier doubles (5) on a fly ball to right fielder Jason Heyward.","R","L","R","LAD","ATL","B",,,"1","1",2011,"-0.7","1.79","-1.85","4.00",,,,"2","1","Bot",,,,,"435263",,"110419_193018",-0.22,-138.01,-4.05,-7.8,34.45,-10.96,"3.38","1.41",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"8","3","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","0.017"
"CH","2011-04-19","83.2","-1.5","5.8","Beachy, Brandon",444843,545404,,"foul",,,,,"7","Andre Ethier doubles (5) on a fly ball to right fielder Jason Heyward.","R","L","R","LAD","ATL","S",,,"1","0",2011,"-1.76","1.31","-0.63","1.69",,,,"2","1","Bot",,,,,"435263",,"110419_192948",5.69,-120.87,-5.41,-17.21,25.42,-20.78,"3.38","1.41",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"8","2","Changeup","0","0","0","0","0","0","0","0",,,,"0","-0.019"
"CH","2011-04-19","83.7","-1.62","5.83","Beachy, Brandon",444843,545404,,"ball",,,,,"13","Andre Ethier doubles (5) on a fly ball to right fielder Jason Heyward.","R","L","R","LAD","ATL","B",,,"0","0",2011,"-1.81","1.07","-1.96","2.20",,,,"2","1","Bot",,,,,"435263",,"110419_192934",2.94,-121.78,-3.87,-17.99,25.15,-23.08,"3.38","1.41",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"8","1","Changeup","0","0","0","0","0","0","0","0",,,,"0","0.015"
"SL","2011-04-19","85.1","-1.09","6.06","Beachy, Brandon",232694,545404,"strikeout","swinging_strike",,,,,"14","Casey Blake strikes out swinging.","R","R","R","LAD","ATL","S","2",,"3","2",2011,"0.17","0.46","1.02","1.99",,,,"1","1","Bot",,,,,"435263",,"110419_192857",4.48,-123.74,-4.01,3.35,22.94,-29.26,"3.54","1.63",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,"0",,"0","0",,"7","10","Slider","0","0","0","0","0","0","0","0",,,,"-0.016","-0.207"
"FF","2011-04-19","94.8","-1","6.12","Beachy, Brandon",232694,545404,,"foul",,,,,"5","Casey Blake strikes out swinging.","R","R","R","LAD","ATL","S",,,"3","2",2011,"-0.4","1.75","-0.03","2.43",,,,"1","1","Bot",,,,,"435263",,"110419_192833",3.32,-137.68,-7.8,-3.72,34.74,-11.68,"3.54","1.63",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"7","9","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","0"
"FF","2011-04-19","93.3","-1.14","6.19","Beachy, Brandon",232694,545404,,"foul",,,,,"12","Casey Blake strikes out swinging.","R","R","R","LAD","ATL","S",,,"3","2",2011,"-0.59","1.68","0.20","3.97",,,,"1","1","Bot",,,,,"435263",,"110419_192809",4.74,-135.84,-3.48,-6.16,32.59,-13.05,"3.54","1.63",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"7","8","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","0"
"CU","2011-04-19","76.4","-0.94","6.64","Beachy, Brandon",232694,545404,,"ball",,,,,"11","Casey Blake strikes out swinging.","R","R","R","LAD","ATL","B",,,"2","2",2011,"0.45","-0.7","-0.04","3.60",,,,"1","1","Bot",,,,,"435263",,"110419_192755",0.81,-111.24,2.44,5.2,20.72,-39.91,"3.26","1.58",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"7","7","Curveball","0","0","0","0","0","0","0","0",,,,"0","0.067"
"SL","2011-04-19","85.7","-0.94","6.35","Beachy, Brandon",232694,545404,,"foul",,,,,"3","Casey Blake strikes out swinging.","R","R","R","LAD","ATL","S",,,"2","2",2011,"0.07","0.67","0.49","2.97",,,,"1","1","Bot",,,,,"435263",,"110419_192737",3.08,-124.81,-2.97,2.32,21.93,-26.81,"3.54","1.63",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"7","6","Slider","0","0","0","0","0","0","0","0",,,,"0","0"
"FF","2011-04-19","94.7","-0.9","6.36","Beachy, Brandon",232694,545404,,"foul",,,,,"3","Casey Blake strikes out swinging.","R","R","R","LAD","ATL","S",,,"2","2",2011,"-0.64","1.85","0.32","3.58",,,,"1","1","Bot",,,,,"435263",,"110419_192715",4.59,-137.74,-5.62,-6.94,33.05,-10.23,"3.54","1.63",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"7","5","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","0"
"FF","2011-04-19","93.9","-0.89","6.14","Beachy, Brandon",232694,545404,,"foul",,,,,"6","Casey Blake strikes out swinging.","R","R","R","LAD","ATL","S",,,"2","1",2011,"-0.75","1.92","0.43","2.43",,,,"1","1","Bot",,,,,"435263",,"110419_192653",5.1,-136.43,-8.11,-8.33,33.88,-9.77,"3.54","1.63",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"7","4","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","-0.048"
"SL","2011-04-19","86.1","-1.12","6.13","Beachy, Brandon",232694,545404,,"ball",,,,,"14","Casey Blake strikes out swinging.","R","R","R","LAD","ATL","B",,,"1","1",2011,"-0.12","0.87","1.03","1.57",,,,"1","1","Bot",,,,,"435263",,"110419_192638",5.3,-125.18,-6.28,0.13,25.65,-24.66,"3.54","1.63",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"7","3","Slider","0","0","0","0","0","0","0","0",,,,"0","0.035"
"FF","2011-04-19","94.2","-0.83","6.17","Beachy, Brandon",232694,545404,,"ball",,,,,"9","Casey Blake strikes out swinging.","R","R","R","LAD","ATL","B",,,"0","1",2011,"-0.69","1.86","0.42","1.77",,,,"1","1","Bot",,,,,"435263",,"110419_192622",4.77,-136.69,-9.9,-7.61,31.81,-10.39,"3.44","1.43",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"7","2","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","0.016"
"FF","2011-04-19","94.0","-1.01","6.31","Beachy, Brandon",232694,545404,,"called_strike",,,,,"2","Casey Blake strikes out swinging.","R","R","R","LAD","ATL","S",,,"0","0",2011,"-0.5","1.65","0.24","3.04",,,,"1","1","Bot",,,,,"435263",,"110419_192606",4.28,-136.63,-6.33,-4.92,32.85,-13.22,"3.46","1.61",,,,,,,287139,545404,"435263","518692","462564","116706","136460","445988","434661","518792","50",,,,,,,,"7","1","4-Seam Fastball","0","0","0","0","0","0","0","0",,,,"0","-0.023"
